LST,Geographic_Area_Name,County,STATE,id,Estimate_Households_Total,"Estimate_Households_Total_Less_than_10,000","Estimate_Households_Total_$10,000_to_$14,999","Estimate_Households_Total_$15,000_to_$24,999","Estimate_Households_Total_$25,000_to_$34,999","Estimate_Households_Total_$35,000_to_$49,999","Estimate_Households_Total_$50,000_to_74,999","Estimate_Households_Total_$75,000_to_$99,999","Estimate_Households_Total_$100,000_to_$149,999","Estimate_Households_Total_$150,000_to_$199,999","Estimate_Households_Total_$200,000_or_more",EstimateHouseholds!!Median_income_(dollars),Estimate_Families_Total,"Estimate_Families_Total_Less_than_$10,000","Estimate_Families_Total_$10,000_to_$14,999","Estimate_Families_Total_$15,000_to_$24,999","Estimate_Families_Total_$25,000_to_$34,999","Estimate_Families_Total_$200,000_or_more",EstimateFamilies!!Median income (dollars),Estimate_Families_Mean_income_$,EstimateFamiliesPERCENT_ALLOCATEDFamily_income_in_the_past_12_months
FL,"Indian River County, Florida",Indian River County, Florida,0500000US12061,63917,5.6,3,11,9.7,13.8,17.7,13.3,13.8,5.7,6.3,59782,41851,5.1,0.7,7.5,6.3,8.1,71865,103154,35.6
FL,"Lake County, Florida",Lake County, Florida,0500000US12069,139192,4,3.5,8.1,12.8,14,20.2,13.7,14.1,5.9,3.7,57588,93093,3,1.7,6.7,8.7,4.9,70212,87347,28.2
FL,"Lee County, Florida",Lee County, Florida,0500000US12071,286887,4.6,3.3,8.3,8.8,13.2,20.3,14.4,14.4,5.4,7.3,62240,188967,3,1.8,5.3,7.1,9.4,74882,102615,33.6
FL,"Leon County, Florida",Leon County, Florida,0500000US12073,116283,9.2,5.3,9.3,10,11.6,19.3,11,13.2,5.2,6,54929,63490,3.6,3.8,5.4,8.1,9,76565,98858,44
FL,"Manatee County, Florida",Manatee County, Florida,0500000US12081,145171,3.9,2.6,9.3,8.9,13.7,17.9,13.4,16.4,5.8,8.1,64499,95611,2.4,1.9,4.8,8.6,10.1,79352,107020,33.9
FL,"Marion County, Florida",Marion County, Florida,0500000US12083,145622,6.6,3.8,13.4,9.4,17,21,12.8,9.9,3,3,49576,97424,5,1.3,8.3,9.5,3.8,58615,73281,33.8
FL,"Martin County, Florida",Martin County, Florida,0500000US12085,65014,4.3,3.5,7.4,9.1,11.7,15.7,14.7,16.1,7.5,10,70842,40328,1.9,1.4,4.9,7,12.5,87659,128400,33.4
FL,"Miami-Dade County, Florida",Miami-Dade County, Florida,0500000US12086,912805,8,5.3,9.8,10.3,12.2,18,11.5,12.8,5.3,6.8,55171,633834,4.2,3.5,9.3,10.5,8.2,61413,92403,40.8
FL,"Monroe County, Florida",Monroe County, Florida,0500000US12087,32839,4.7,3.8,6.6,8.3,10.3,18.9,11.3,18.5,7.5,10.2,68589,18586,2.1,1.4,2.7,6.5,12.2,90367,129857,55.3
FL,"Nassau County, Florida",Nassau County, Florida,0500000US12089,35212,4.4,3.2,4.4,10.4,11.1,19.6,15.1,18.1,7.6,6.2,70939,26702,3,2.6,3.2,9.5,7.8,77896,95737,39.1
FL,"Okaloosa County, Florida",Okaloosa County, Florida,0500000US12091,76097,3.7,2.8,6.6,9.7,14.8,18.6,14.9,16.2,5.5,7.2,64222,48920,1.4,1.1,5.3,8.1,10.4,81517,102803,27.9
FL,"Orange County, Florida",Orange County, Florida,0500000US12095,457949,4.9,3.5,7.6,9,13.9,19.7,13.6,14.7,5.8,7.2,63461,304654,3.6,2.1,6.3,8.2,9.3,72065,99713,36
FL,"Osceola County, Florida",Osceola County, Florida,0500000US12097,111539,5.3,3.8,10.8,9,18.9,21.9,12.3,10.7,4.3,3,51760,77362,3.6,2.5,6.4,9.6,3.6,57308,75420,43.7
FL,"Palm Beach County, Florida",Palm Beach County, Florida,0500000US12099,568915,5.2,4.1,8.1,8.4,12.4,16.3,12.2,15.6,6.7,11,66623,354512,3.2,2.1,5,7.6,13.8,81212,118602,43.9
FL,"Pasco County, Florida",Pasco County, Florida,0500000US12101,212856,5.7,4.3,10.2,9.8,15.4,17.8,12.6,14.2,5.2,4.7,55828,144328,3.7,1.7,7,7.6,6.5,69590,87688,31.8
FL,"Pinellas County, Florida",Pinellas County, Florida,0500000US12103,395286,6.1,4.1,8.9,9.6,14.5,17.7,13.7,13.4,5.3,6.7,56737,217626,3,1.6,5.1,7.1,9.7,79797,104898,37.8
FL,"Polk County, Florida",Polk County, Florida,0500000US12105,238629,6.1,4.5,11.4,11.2,14.4,20.5,13.5,11.5,3.6,3.3,51833,158793,3.3,2.5,7.3,10.9,3.9,60761,77933,48.2
FL,"Putnam County, Florida",Putnam County, Florida,0500000US12107,30866,8.2,4.6,12.4,14.7,16.7,23.5,7.5,8.5,3.1,0.9,42899,20436,7.7,3,10.1,11.5,0.8,49177,59356,44.7
FL,"St. Johns County, Florida",St. Johns County, Florida,0500000US12109,94761,2.7,1.5,6,5.9,9.8,15.2,12.8,21.3,8.2,16.4,90356,69164,1.5,0.6,2.8,3.3,20.4,106096,141879,40.5
FL,"St. Lucie County, Florida",St. Lucie County, Florida,0500000US12111,116900,4.1,5.5,8.8,11.5,12.6,20.4,13.9,14.6,5.6,2.8,58039,77105,3.1,1.5,4.4,11,3.5,70255,84685,38.8
FL,"Santa Rosa County, Florida",Santa Rosa County, Florida,0500000US12113,66187,4.8,3.5,9.4,10.1,10.8,17.7,15.9,16,5,6.8,64930,44997,3,1.5,5.4,7.7,8.2,81619,98397,32.8
FL,"Sarasota County, Florida",Sarasota County, Florida,0500000US12115,187411,3.3,3,8.2,7.8,13.5,19.9,14.6,16.1,5.6,8,66342,114342,1.8,0.8,4.5,5.8,10.7,82469,115114,44.6
FL,"Seminole County, Florida",Seminole County, Florida,0500000US12117,181142,4.2,2.4,7.1,7.8,13.1,18.7,14.3,15.1,8,9.3,70190,123568,3.1,1.3,4.2,6.8,12.2,81857,110267,31.3
FL,"Sumter County, Florida",Sumter County, Florida,0500000US12119,59458,4.6,3.9,7.9,11,11.9,22.5,14.6,12,6.5,5.1,60287,38692,0.5,2.7,2.9,8.6,5.5,74976,94691,33.1
FL,"Volusia County, Florida",Volusia County, Florida,0500000US12127,219451,5.6,5,9.9,12.1,14.2,19.8,13.4,12.1,3.9,4,53766,138066,3.1,2.5,6.4,9.5,5.1,65904,82769,47.8
FL,"Walton County, Florida",Walton County, Florida,0500000US12131,26475,5.4,4,7.7,7.1,18.8,15.4,16.6,13.1,5.6,6.4,60457,17906,3.5,0.3,5.6,3.7,9.3,76703,96211,28.1
GA,"Barrow County, Georgia",Barrow County, Georgia,0500000US13013,27765,5.9,3.3,5.5,7.9,10.4,23.3,16.5,18.9,6.2,2.2,69890,20948,3.7,2.5,4.3,6.6,2.9,76055,85312,33.8
GA,"Bartow County, Georgia",Bartow County, Georgia,0500000US13015,39742,9.2,7.1,5.9,8.6,11.3,22.8,12.7,14.8,4.4,3.3,59911,28529,7.2,1.4,3.2,10.4,3.3,68139,81186,31.5
GA,"Bibb County, Georgia",Bibb County, Georgia,0500000US13021,56726,10.9,6.3,10.6,13.4,14.4,14.5,10.9,10.8,4.2,4,42140,33573,7.2,6,8.7,10.5,5.9,55526,82359,46.5
GA,"Bulloch County, Georgia",Bulloch County, Georgia,0500000US13031,28660,5.9,6.4,11.7,10.7,14.6,25.8,12.3,7.3,2,3.3,50436,16526,6.1,4.3,6.2,7.5,4.9,62194,73917,34.8
GA,"Carroll County, Georgia",Carroll County, Georgia,0500000US13045,42798,7,3.1,9.4,7.8,14.5,20.8,16.4,14.2,4.3,2.5,61133,30346,3.9,1.7,8.8,6.3,3.5,70575,79859,31.9
GA,"Catoosa County, Georgia",Catoosa County, Georgia,0500000US13047,24130,5.1,5.6,5.5,10.3,13.4,23.9,15.2,14,3.4,3.5,61487,17293,3.7,0.4,4.8,9.2,4.9,67945,81502,25.7
GA,"Chatham County, Georgia",Chatham County, Georgia,0500000US13051,107987,6.6,5.2,11,9,11.7,19.3,12.6,14.4,4.2,6.1,57611,65889,4,2.2,8.2,8.1,7.4,71935,95451,49.6
GA,"Cherokee County, Georgia",Cherokee County, Georgia,0500000US13057,93441,3.3,2.6,6.7,6.5,5.9,18.9,14,21.8,11,9.2,86404,69257,1.5,1.2,4.2,5,11.6,99250,115203,32.1
GA,"Clarke County, Georgia",Clarke County, Georgia,0500000US13059,52124,11.2,8.2,14.8,11.1,12.9,16,8.6,8.9,3.8,4.6,39799,24041,5,7.8,10,7,8.1,66725,94365,39.4
GA,"Clayton County, Georgia",Clayton County, Georgia,0500000US13063,97030,6.6,4.3,11,9,17.2,25.2,10.5,11.5,3.6,1.2,51093,62746,6,3.7,7.2,8.7,1.7,54658,64616,51.3
GA,"Cobb County, Georgia",Cobb County, Georgia,0500000US13067,286952,3.7,2.3,4.6,7.5,11.6,17.4,14.2,17,10,11.7,79601,191533,1.9,0.9,3.1,6.5,15.7,97396,127813,33.6
GA,"Columbia County, Georgia",Columbia County, Georgia,0500000US13073,46890,1.7,0.9,4.8,7.8,6.2,18.1,17,23.6,8.9,10.9,88761,33620,0.7,0.2,2.9,4.7,13.5,95776,121005,29.2
GA,"Coweta County, Georgia",Coweta County, Georgia,0500000US13077,53640,4.4,4.6,7.1,5.6,9.6,16.8,14.6,22.1,10.3,4.9,78423,37400,1.3,1.9,4.5,6,6,93872,101862,41.6
GA,"DeKalb County, Georgia",DeKalb County, Georgia,0500000US13089,289829,5.6,3.3,8.5,9.4,13.1,17.1,12.7,13.3,6.5,10.5,63652,157737,2.1,2.2,5.8,6.6,15.8,85420,119825,31.2
GA,"Dougherty County, Georgia",Dougherty County, Georgia,0500000US13095,32630,14.9,9,15.8,10.2,14.7,15.2,8.2,8.3,1.9,1.9,35062,18213,11.9,4.8,9.7,11.8,3.2,46232,66933,44
GA,"Douglas County, Georgia",Douglas County, Georgia,0500000US13097,48899,4.7,3.1,6.9,8.3,17.3,17.9,15.3,15.4,6.4,4.7,62669,32898,2,2,4.1,5.4,6.9,78746,97128,38.9
GA,"Fayette County, Georgia",Fayette County, Georgia,0500000US13113,41253,2.3,1.9,2.3,6.4,8.3,18.4,14.6,19.3,10.2,16.3,92172,33101,0.8,1.1,1.2,5,20.1,108553,142288,36.2
GA,"Floyd County, Georgia",Floyd County, Georgia,0500000US13115,35443,6.1,4.1,13.9,11.4,14.1,18.1,11.9,12.9,4.4,3.2,50880,23561,1.9,1.3,8.6,11.8,3.9,63562,82097,28.7
GA,"Forsyth County, Georgia",Forsyth County, Georgia,0500000US13117,81765,1.8,1.2,4.2,4.1,6.4,14.4,11.2,22.5,15.3,18.9,112108,66802,1.1,0.6,2.1,2.4,22,125028,148523,27.6
GA,"Fulton County, Georgia",Fulton County, Georgia,0500000US13121,439578,6.3,3.4,6.7,6.3,10.2,14.4,11.3,16.1,9.1,16.2,80013,238444,3.8,2.1,5.9,4.9,24.5,109818,162352,36.2
GA,"Glynn County, Georgia",Glynn County, Georgia,0500000US13127,34614,5.8,3.8,13,9.7,8.3,22,10.4,16.7,4.9,5.5,59004,22352,4,2.7,8.4,7.8,6.7,68104,99333,37.4
GA,"Gwinnett County, Georgia",Gwinnett County, Georgia,0500000US13135,301471,3.7,2.2,5.8,7.9,12.4,19.7,13.7,18.4,8.5,7.6,72109,230960,2.6,1.2,5.1,7.3,8.7,80954,101894,37.9
GA,"Hall County, Georgia",Hall County, Georgia,0500000US13139,65625,2.2,3.9,8.1,9.4,12,19.6,11.8,17.9,7.1,7.9,67467,48776,1.4,1.9,5.2,8.5,9.2,78870,104889,37.6
GA,"Henry County, Georgia",Henry County, Georgia,0500000US13151,79550,3.2,2.2,4.7,8.2,11.2,21.9,15.1,20.5,7,6,71939,60471,1.6,1.7,3.1,6.8,7.4,81290,100372,35.8
GA,"Houston County, Georgia",Houston County, Georgia,0500000US13153,58417,7.1,3.6,6.1,9.1,13.1,18,15.5,16.1,7.3,4.1,66740,39810,3.8,2.2,4.3,6.4,5.5,75512,89578,41.5
GA,"Jackson County, Georgia",Jackson County, Georgia,0500000US13157,25180,8.2,3.9,6.8,9.8,10.9,15.3,14.8,17.7,5.9,6.6,65063,19467,3.6,2.4,6.7,8.4,8.5,81255,99270,32
GA,"Lowndes County, Georgia",Lowndes County, Georgia,0500000US13185,42639,8.1,3.8,13.1,14.9,13.6,20,12.1,8.4,2.9,3.2,45683,26536,5.4,1.7,12.7,10.8,4.2,57050,74142,56.4
GA,"Muscogee County, Georgia",Muscogee County, Georgia,0500000US13215,73134,10.2,5.2,10.7,13,13.9,18.6,10.2,9.9,3.1,5.2,46934,45689,7.1,4.3,8.2,12.6,7.7,60420,85434,49.4
GA,"Newton County, Georgia",Newton County, Georgia,0500000US13217,37867,5.6,4.8,10.7,9.5,14,22.9,9.7,15.3,4.4,3.2,57254,28095,3.7,2.5,9.4,6.8,3.7,61017,77642,35.9
GA,"Paulding County, Georgia",Paulding County, Georgia,0500000US13223,56476,5.4,0.9,5.8,5.1,12.6,19.2,17.9,22.5,7.8,2.7,75800,44021,2.8,0.1,4.6,3.9,3.5,85763,91406,31.3
GA,"Richmond County, Georgia",Richmond County, Georgia,0500000US13245,68361,7.8,7.6,10.9,12.1,16.4,20.4,10.6,9.1,2.3,2.9,44973,42363,6.4,3.8,11.1,11.5,4.6,52580,69551,40.2
GA,"Rockdale County, Georgia",Rockdale County, Georgia,0500000US13247,32792,7.4,2.4,6.8,8.4,16.6,17.3,14,18.6,2.2,6.3,60560,23533,3.1,1.6,7.5,9.2,7.1,66640,85260,57.5
GA,"Spalding County, Georgia",Spalding County, Georgia,0500000US13255,25339,5.5,5.5,11.6,10.8,14.8,21.2,12.5,9.3,4.5,4.2,51677,16563,4.4,3,9.6,7.2,4.5,59654,78292,31.6
GA,"Troup County, Georgia",Troup County, Georgia,0500000US13285,24436,12.9,5.2,11.3,10.2,12.8,18.3,10.9,11.8,2.7,4,46198,15354,4.4,2.8,10.5,11,6.3,62837,79831,47.3
GA,"Walker County, Georgia",Walker County, Georgia,0500000US13295,26760,3.6,8.5,13.5,12.5,12.7,22.5,12.6,9.6,2,2.4,47856,17810,2,2.2,9.1,9.6,3,61720,71303,22.7
GA,"Walton County, Georgia",Walton County, Georgia,0500000US13297,33350,4.5,2,9.9,6.6,15.2,16.9,13,16.9,11.8,3.4,66176,25736,3.9,1.4,5.5,7,4.4,77198,90254,37.9
GA,"Whitfield County, Georgia",Whitfield County, Georgia,0500000US13313,34518,4.3,5.9,9.5,13.2,15.5,18.8,13.1,11.4,3.4,5,52198,25351,2.9,0.8,8.3,11.9,6.6,60429,82470,36.3
HI,"Hawaii County, Hawaii",Hawaii County, Hawaii,0500000US15001,71193,6.2,4,10.4,7.7,9.9,16.2,13.1,16.7,8.7,7.1,67075,46384,4.6,1.9,6.6,7.6,7.7,82400,98882,39.6
HI,"Honolulu County, Hawaii",Honolulu County, Hawaii,0500000US15003,316456,4.6,2.5,4.9,6.1,8.2,16.7,13.5,20.7,10.7,12.2,87470,216096,2.4,1.1,2.9,4.8,14.6,101922,125696,40.8
HI,"Kauai County, Hawaii",Kauai County, Hawaii,0500000US15007,22898,4.8,1,6.7,5,11.6,18.1,11.9,23.1,9.2,8.5,81971,16822,1.7,1.1,5.4,4.2,9,96284,111502,50.9
HI,"Maui County, Hawaii",Maui County, Hawaii,0500000US15009,54744,6,2.1,5.7,6.6,8.6,18,14.7,18.7,10.4,9.1,80754,36904,4.9,1.2,4.8,2.8,9.3,90983,107640,46.5
ID,"Ada County, Idaho",Ada County, Idaho,0500000US16001,184160,3.7,2.5,6.2,8.5,11.7,18.9,15,16.7,8.2,8.6,72021,123900,2.2,1.3,4.3,5,11.5,88299,113517,26.5
ID,"Bannock County, Idaho",Bannock County, Idaho,0500000US16005,32010,5.7,5.7,11.8,11,13.7,20.2,10.5,14.6,5.1,1.8,51989,20323,2.7,1.4,9.1,9.1,2.5,65688,78752,31.9
ID,"Bonneville County, Idaho",Bonneville County, Idaho,0500000US16019,40776,4.9,3.7,10.5,6.1,14.7,17.5,12.5,18.3,6.3,5.3,64618,28580,2.3,0.8,7.8,4.7,6.9,72463,98685,28.8
ID,"Canyon County, Idaho",Canyon County, Idaho,0500000US16027,77449,3.3,3.7,7.9,10.4,15,23.3,15.2,14.7,3.2,3.2,58945,57587,1.6,1.2,5.4,9,4.3,66387,80966,33
ID,"Kootenai County, Idaho",Kootenai County, Idaho,0500000US16055,65283,2.8,2.1,10.4,9.8,12.9,24.2,13.9,16.1,3.7,4.1,62579,42983,2,1.6,7.1,7.8,5.7,73909,86842,25.9
ID,"Twin Falls County, Idaho",Twin Falls County, Idaho,0500000US16083,31850,4.8,4.8,10.1,9.7,13.5,23.8,15.5,10.7,2.9,4.2,56276,20827,2.3,2.7,1.9,8.6,6.3,67233,89790,32
IL,"Adams County, Illinois",Adams County, Illinois,0500000US17001,26993,6.3,2.4,7.6,8.7,18.1,19.8,16.6,13.5,4.3,2.5,55727,17275,4,2.9,4.1,7,3.1,73917,80627,33.7
IL,"Champaign County, Illinois",Champaign County, Illinois,0500000US17019,81764,10.1,4.1,11.7,8.4,12.1,17.8,10.3,13.3,6.1,6,52405,42035,3.5,1.5,9.6,6.2,9.7,82467,99259,34.4
IL,"Cook County, Illinois",Cook County, Illinois,0500000US17031,1985613,7,4,7.9,8.2,10.5,15.7,12.1,16.2,8,10.5,69429,1165793,3.4,2,6,7.2,14.4,86915,122459,41.5
IL,"DeKalb County, Illinois",DeKalb County, Illinois,0500000US17037,39330,8.9,1.7,9.8,8.4,9.6,18.3,13.4,16.7,7.7,5.4,64131,22971,2.3,0.2,4.6,4.3,8.4,87104,102111,30.8
IL,"DuPage County, Illinois",DuPage County, Illinois,0500000US17043,342195,2.6,1.8,5.1,5.4,9,15.2,12.8,21,11.8,15.4,96403,236594,1.6,0.9,2.5,3.2,20.8,118053,150552,33.6
IL,"Kane County, Illinois",Kane County, Illinois,0500000US17089,182223,3.3,2.4,5.8,6.3,10.7,16.4,14.1,21.4,8.4,11.3,84368,130164,2.2,1.2,4.3,4.2,14.1,99224,122893,42
IL,"Kankakee County, Illinois",Kankakee County, Illinois,0500000US17091,39583,6.1,3.1,8.7,8,16.7,15.3,15.5,18.5,5.5,2.7,60923,24945,2.7,1.4,5,5.9,3.9,76663,87130,34.6
IL,"Kendall County, Illinois",Kendall County, Illinois,0500000US17093,41364,1,0.3,4.8,4.3,6.2,16.5,12.9,29.9,14.9,9.2,104858,32056,1.4,0.3,3.1,2.1,9.7,121597,124446,34.1
IL,"Lake County, Illinois",Lake County, Illinois,0500000US17097,247661,3.7,2.5,5.3,5.3,10,14.3,12.4,18.3,11,17.2,92511,178809,2.1,1.3,2.3,4,22.1,112189,151601,37.6
IL,"LaSalle County, Illinois",LaSalle County, Illinois,0500000US17099,45411,6.4,3.6,9.7,9.7,13.7,19.7,14.3,14.8,5.2,2.9,59130,27471,3.5,2.1,4.9,8.1,4.2,75108,89143,34.4
IL,"McHenry County, Illinois",McHenry County, Illinois,0500000US17111,112669,2.2,1.9,5.1,5,10.4,17.1,15.1,20,12.2,10.9,88879,83357,0.8,1.6,2.8,3,12.5,102325,119675,30.6
IL,"McLean County, Illinois",McLean County, Illinois,0500000US17113,65118,11.6,2.5,6.9,6,10.2,16.7,13.2,18,7.4,7.5,68784,39947,4.1,2,3.8,3.6,10.5,97607,114208,26.1
IL,"Macon County, Illinois",Macon County, Illinois,0500000US17115,42741,11.7,4.1,8,10.7,14.7,17.5,13.2,12.8,2.9,4.4,50839,24214,7.1,2.7,3.1,6.7,7.2,75694,91287,29.2
IL,"Madison County, Illinois",Madison County, Illinois,0500000US17119,108104,5,3.4,8.8,9.4,11.2,17.2,14.1,17.6,6.5,6.8,67440,71967,2.2,2.8,4.4,8.4,9,83190,102087,32.4
IL,"Peoria County, Illinois",Peoria County, Illinois,0500000US17143,73666,8,4.4,10.1,8.7,13.2,17.1,12.5,13.4,6,6.5,57247,42697,2.5,1.4,9,6.9,10.1,77209,103906,28.2
IL,"Rock Island County, Illinois",Rock Island County, Illinois,0500000US17161,60618,6.9,6.4,8.3,8.4,13.5,18.7,13.7,17,4.4,2.8,58313,36839,4.9,3.5,3.1,6.8,4.2,74780,85153,45.3
IL,"St. Clair County, Illinois",St. Clair County, Illinois,0500000US17163,106156,7.5,3.1,10.1,9.8,14.2,16,13.7,12.8,7.6,5.1,57169,66773,4.8,1.3,5.5,6.3,7.2,77640,95483,39.9
IL,"Sangamon County, Illinois",Sangamon County, Illinois,0500000US17167,83263,5.8,4.2,8.1,9.8,13.1,17.8,13,17,6.3,5,61280,48368,2.7,2.6,5.3,7.3,8.3,85077,102399,41.6
IL,"Tazewell County, Illinois",Tazewell County, Illinois,0500000US17179,53127,3.3,3.4,9.1,9.3,12.2,20.8,13.9,17.6,5.9,4.4,65848,33848,2.3,1.9,4,7.7,7,81868,96231,32.7
IL,"Vermilion County, Illinois",Vermilion County, Illinois,0500000US17183,31154,6.9,3.8,14.2,14.2,17.9,17.3,10.8,10.8,1.7,2.5,43111,18168,6.2,1.9,9.5,12.1,3,56233,71363,42.2
IL,"Will County, Illinois",Will County, Illinois,0500000US17197,230136,2.8,2.2,6,4.8,9.5,14.9,15,22,11.4,11.2,90134,168082,1.2,1.2,3.6,3.1,14,103382,123462,36.9
IL,"Williamson County, Illinois",Williamson County, Illinois,0500000US17199,27650,4.5,5.1,10.3,9,14.8,17.1,13.5,16.8,3.4,5.4,58097,17971,1.9,2.9,5.8,7.7,7.5,71472,90536,26.4
IL,"Winnebago County, Illinois",Winnebago County, Illinois,0500000US17201,114833,6.8,4.7,9.8,9.5,12.2,18.5,12.9,16.1,6,3.5,59455,74128,4.6,2.9,7.2,7.2,4.8,70619,86303,33.4
IN,"Allen County, Indiana",Allen County, Indiana,0500000US18003,146280,4.9,3.7,8.3,10.9,16.1,19.9,12.8,14.2,5.1,4.1,56519,93501,2.6,2.1,3.2,8.2,5.7,70249,93291,31.3
IN,"Bartholomew County, Indiana",Bartholomew County, Indiana,0500000US18005,30383,3.6,3,10.1,6.7,11.5,17.7,18.6,15.6,5.9,7.3,72555,19131,4,0.3,6,4.9,9.5,85504,104939,30.9
IN,"Boone County, Indiana",Boone County, Indiana,0500000US18011,26803,5.2,5.2,4.9,6.5,10.2,19,13.3,13,7.2,15.4,70813,18793,5.7,2.8,2.2,3.1,20.9,88914,150989,30.9
IN,"Clark County, Indiana",Clark County, Indiana,0500000US18019,43704,4.1,2.7,8.8,14.1,13.7,20.4,14.9,13.9,5.3,2.1,59064,29621,1.7,0.9,4.9,14.4,3,67694,85971,26.6
IN,"Delaware County, Indiana",Delaware County, Indiana,0500000US18035,45640,8.6,6.6,11.9,13.3,13.8,18.2,11.2,11.4,2.6,2.4,45065,25981,5.5,3.5,4.8,13.2,4,62160,77917,25.2
IN,"Elkhart County, Indiana",Elkhart County, Indiana,0500000US18039,68553,7.3,3.9,10.3,9.9,14.2,19.3,12.1,15,4.1,4,54531,40844,3.2,1.2,5.5,4.7,5.9,75244,93089,42.4
IN,"Floyd County, Indiana",Floyd County, Indiana,0500000US18043,28544,5.1,4.7,8,7.9,12.6,21,13.6,14.4,8,4.7,63219,18913,3.7,3.9,3.1,5.7,6.5,84369,97034,25.5
IN,"Grant County, Indiana",Grant County, Indiana,0500000US18053,27127,6.4,5.5,12.3,10.5,18.5,18.6,11.1,12,3.1,1.9,47206,15872,6,1.3,6.3,6.6,1.7,65468,73192,40.5
IN,"Hamilton County, Indiana",Hamilton County, Indiana,0500000US18057,125328,2.8,1.6,3.3,4.3,8.1,15.3,12.2,20.8,13.5,18.3,105062,93599,1.4,0.5,1.7,2.4,23.1,125903,161021,26.1
IN,"Hancock County, Indiana",Hancock County, Indiana,0500000US18059,28985,3.9,1.6,7.4,5.8,14.3,19,13.2,19.9,8.3,6.6,69392,19455,1.9,1.2,2.1,3.7,9.1,98705,106566,32.4
IN,"Hendricks County, Indiana",Hendricks County, Indiana,0500000US18063,61105,2.1,1.7,4,6.7,9.8,18,16.5,22.9,10.9,7.4,85381,42877,1,0.5,2.8,3.7,9.8,96409,123643,36.8
IN,"Howard County, Indiana",Howard County, Indiana,0500000US18067,34151,5.6,3,12.2,8.8,15.6,21.7,12.6,13.3,5.1,2,53440,20896,3.3,1,8.1,7.2,2.9,65189,76813,44.3
IN,"Johnson County, Indiana",Johnson County, Indiana,0500000US18081,57160,2.7,2,6,7.3,12.1,20.7,12.8,21,9.1,6.2,73651,40046,1,0.7,4.4,4.7,8.2,89426,111258,31.1
IN,"Kosciusko County, Indiana",Kosciusko County, Indiana,0500000US18085,30991,4.6,3.8,8.6,8.9,12.8,19.9,15.5,16.6,6,3.2,64099,22382,2.1,2.7,6.3,5.7,4.3,72084,87806,33.5
IN,"Lake County, Indiana",Lake County, Indiana,0500000US18089,190135,7.6,4.2,8.5,10.6,12.5,19.4,10.9,16.2,6,4.3,57081,125009,4.5,1.8,4.8,10,5.7,72199,92502,37.6
IN,"LaPorte County, Indiana",LaPorte County, Indiana,0500000US18091,43100,4.1,4.8,10.1,13,11.2,20,10.7,17.6,5.1,3.4,56019,28621,4.1,2.8,5.7,11,4.2,71066,84929,36.9
IN,"Madison County, Indiana",Madison County, Indiana,0500000US18095,51164,6,4.2,11.5,8.5,15.2,22.8,13.2,13.8,2.9,2,55142,33450,3.8,1.5,8.8,7.1,2.8,67712,75572,39.1
IN,"Marion County, Indiana",Marion County, Indiana,0500000US18097,379451,8.5,4.5,10.6,10.5,15.4,18.1,11.9,11.8,4.8,4,50458,197533,4.3,2.4,6.1,9.1,5.8,67242,90164,39.3
IN,"Monroe County, Indiana",Monroe County, Indiana,0500000US18105,54053,9.6,5.3,11.7,7.7,12,17,12.4,13.6,5.1,5.6,52453,28187,2,3.6,4.1,4,8.6,82201,102427,27.2
IN,"Morgan County, Indiana",Morgan County, Indiana,0500000US18109,25863,5.2,3.1,5.5,9.2,11.7,23.8,11.7,17.5,4.7,7.6,62862,18244,2.8,1.6,2,7.7,9.1,75094,97920,38
IN,"Porter County, Indiana",Porter County, Indiana,0500000US18127,65305,4.3,1.4,7,8.5,11.7,18.1,14.6,20.7,7.1,6.6,72483,43287,1.5,0.3,5,5.7,8.2,86168,105955,26.5
IN,"St. Joseph County, Indiana",St. Joseph County, Indiana,0500000US18141,105250,8.1,4.8,9.7,9.9,13.6,19.6,11.6,14.3,4.6,3.7,53456,64969,5.3,3,4.9,8.6,5,70149,90199,33.5
IN,"Tippecanoe County, Indiana",Tippecanoe County, Indiana,0500000US18157,73916,9,3.8,13.1,9.6,15.2,17.4,10.6,13.5,3.7,4.1,49352,39022,1,1.7,6.5,8.7,6.3,71821,92316,24.1
IN,"Vanderburgh County, Indiana",Vanderburgh County, Indiana,0500000US18163,75522,6,4.5,11.5,11.2,14.8,19.9,13,11.3,3.7,4,51350,45445,3.3,2.3,8.2,6.9,6.3,67232,91737,35.9
IN,"Vigo County, Indiana",Vigo County, Indiana,0500000US18167,42193,9.7,6.4,13.8,8.6,13.1,18.4,11.9,10.8,3.4,3.8,48013,24929,8.1,3,8.3,7.1,4.9,62877,77933,32.9
IN,"Wayne County, Indiana",Wayne County, Indiana,0500000US18177,27561,4.9,6.1,13.4,9.8,17.7,21.3,11.4,10.6,2.9,2,47944,17967,5.3,4.6,9.7,6.4,2.8,58052,70938,31.3
IA,"Black Hawk County, Iowa",Black Hawk County, Iowa,0500000US19013,51869,6.7,3.4,7.5,8.9,14.5,20.6,13.2,14.1,5.2,5.9,60506,30073,3.2,2.6,4.1,6.2,8.4,80514,105965,32.9
IA,"Dallas County, Iowa",Dallas County, Iowa,0500000US19049,36878,1.1,2.2,5,3.7,8.4,17.4,15.6,23.2,10.3,13.1,94885,26259,0.3,1.2,1.5,3.9,16.7,110124,134010,32.6
